Customer_ID,Order_ID,Order_Date,Product_Category,Product_Sub_Category,Quantity,Price,Discount,Customer_Location,Revenue
CUST_011361,ORD_00104720,2023-01-05,Electronics,Tablets,1,253.74,0.0,AZ,253.74
CUST_013358,ORD_00103988,2023-01-05,Home & Garden,Kitchen Appliances,5,610.83,0.0,IN,3054.15
CUST_011079,ORD_00104397,2023-01-05,Electronics,Headphones,2,836.92,0.0,GA,1673.84
CUST_014710,ORD_00100866,2023-01-05,Home & Garden,Kitchen Appliances,2,352.35,0.0,NY,704.7
CUST_013508,ORD_00104696,2023-01-06,Clothing,Jeans,1,222.19,0.0,AZ,222.19
CUST_012294,ORD_00103525,2023-01-06,Electronics,Smartphones,4,1078.15,0.0,CO,4312.6
CUST_013331,ORD_00102230,2023-01-06,Home & Garden,Storage,2,425.3,0.0,MO,850.6
CUST_013066,ORD_00102305,2023-01-06,Books,Non-Fiction,1,11.25,0.0,TN,11.25
CUST_010750,ORD_00100470,2023-01-06,Home & Garden,Gardening Tools,1,452.26,0.0,NC,452.26
CUST_013418,ORD_00102421,2023-01-06,Books,Fiction,1,10.24,0.34,KY,6.758399999999999
CUST_011609,ORD_00103304,2023-01-06,Sports,Water Sports,6,171.47,0.27,MN,751.0386
CUST_010373,ORD_00101379,2023-01-06,Home & Garden,Bedding,3,68.52,0.0,MI,205.56
CUST_014336,ORD_00103082,2023-01-06,Home & Garden,Storage,1,401.38,0.19,CO,325.11780000000005
CUST_014113,ORD_00104340,2023-01-06,Books,Magazines,1,50.02,0.0,CO,50.02
CUST_010841,ORD_00104775,2023-01-06,Electronics,Gaming Consoles,1,1895.22,0.35,MO,1231.893
CUST_011369,ORD_00103870,2023-01-07,Beauty,Personal Care,2,32.95,0.0,OK,65.9
CUST_012577,ORD_00102557,2023-01-07,Sports,Fitness Equipment,1,324.62,0.1,NY,292.158
CUST_012033,ORD_00100397,2023-01-07,Home & Garden,Gardening Tools,1,700.26,0.0,LA,700.26
CUST_012473,ORD_00100967,2023-01-07,Home & Garden,Kitchen Appliances,3,647.89,0.0,NJ,1943.67
CUST_013908,ORD_00100104,2023-01-07,Home & Garden,Home Decor,1,145.43,0.18,OR,119.25260000000002
CUST_014512,ORD_00103600,2023-01-07,Clothing,Womens Dresses,1,53.62,0.0,IL,53.62
CUST_012002,ORD_00104485,2023-01-07,Beauty,Skincare,1,93.51,0.0,IL,93.51
CUST_012496,ORD_00100479,2023-01-07,Books,Educational,1,46.38,0.11,OK,41.278200000000005
CUST_012379,ORD_00104400,2023-01-07,Home & Garden,Kitchen Appliances,3,221.45,0.1,NC,597.915
CUST_011599,ORD_00102183,2023-01-07,Books,Fiction,1,30.98,0.0,MI,30.98
CUST_010047,ORD_00104545,2023-01-08,Electronics,Headphones,2,188.5,0.0,NJ,377.0
CUST_013993,ORD_00101787,2023-01-08,Clothing,Sportswear,5,120.87,0.0,TN,604.35
CUST_013243,ORD_00101940,2023-01-08,Home & Garden,Kitchen Appliances,2,590.56,0.0,NC,1181.12
CUST_011939,ORD_00104099,2023-01-08,Home & Garden,Gardening Tools,2,71.4,0.17,OH,118.524
CUST_011895,ORD_00100917,2023-01-08,Sports,Team Sports,4,336.83,0.0,CT,1347.32
CUST_013978,ORD_00103425,2023-01-08,Electronics,Smartphones,1,1866.41,0.0,CO,1866.41
CUST_014027,ORD_00102730,2023-01-08,Home & Garden,Storage,4,208.49,0.0,CT,833.96
CUST_014258,ORD_00100847,2023-01-08,Books,Magazines,1,11.54,0.0,KY,11.54
CUST_013592,ORD_00100925,2023-01-09,Clothing,Mens Shirts,1,247.54,0.0,TN,247.54
CUST_014595,ORD_00101907,2023-01-09,Clothing,Mens Shirts,1,179.63,0.0,IL,179.63
CUST_011468,ORD_00103596,2023-01-09,Beauty,Makeup,2,34.7,0.0,VA,69.4
CUST_013556,ORD_00104451,2023-01-09,Home & Garden,Furniture,3,609.24,0.0,IN,1827.72
CUST_012004,ORD_00104972,2023-01-09,Sports,Water Sports,1,145.41,0.0,OH,145.41
CUST_011754,ORD_00103994,2023-01-09,Home & Garden,Kitchen Appliances,3,674.13,0.0,OH,2022.3899999999999
CUST_013022,ORD_00101551,2023-01-09,Sports,Winter Sports,5,231.16,0.0,PA,1155.8
CUST_010595,ORD_00100056,2023-01-10,Books,Comics,5,50.02,0.5,FL,125.05000000000001
CUST_014982,ORD_00104497,2023-01-10,Beauty,Fragrances,1,82.09,0.0,NJ,82.09
CUST_012123,ORD_00101766,2023-01-10,Beauty,Personal Care,1,51.91,0.15,PA,44.12349999999999
CUST_011498,ORD_00103553,2023-01-10,Sports,Fitness Equipment,1,141.25,0.0,NJ,141.25
CUST_013239,ORD_00101713,2023-01-10,Sports,Water Sports,2,321.69,0.0,OR,643.38
CUST_011002,ORD_00101976,2023-01-10,Home & Garden,Storage,7,125.66,0.0,NJ,879.62
CUST_013935,ORD_00104151,2023-01-10,Clothing,Womens Dresses,3,76.23,0.0,OR,228.69
CUST_012504,ORD_00101593,2023-01-10,Books,Magazines,1,26.4,0.1,AZ,23.759999999999998
CUST_011916,ORD_00103782,2023-01-10,Clothing,Mens Shirts,2,269.82,0.0,WA,539.64
CUST_010307,ORD_00100390,2023-01-10,Home & Garden,Bedding,3,443.33,0.0,UT,1329.99
CUST_014595,ORD_00100066,2023-01-10,Electronics,Smartphones,1,708.35,0.42,PA,410.8430000000001
CUST_011362,ORD_00103817,2023-01-11,Home & Garden,Bedding,3,54.2,0.0,LA,162.60000000000002
CUST_014554,ORD_00100129,2023-01-11,Sports,Outdoor Gear,2,71.16,0.0,AL,142.32
CUST_010392,ORD_00101989,2023-01-11,Clothing,Mens Shirts,1,136.44,0.47,AL,72.31320000000001
CUST_014038,ORD_00101773,2023-01-11,Books,Magazines,1,33.2,0.0,AL,33.2
CUST_011388,ORD_00102279,2023-01-11,Clothing,Sportswear,6,299.13,0.0,FL,1794.78
CUST_013191,ORD_00102069,2023-01-12,Sports,Team Sports,3,289.37,0.0,CO,868.11
CUST_010410,ORD_00102744,2023-01-12,Home & Garden,Furniture,2,733.78,0.0,WA,1467.56
CUST_011740,ORD_00101055,2023-01-12,Beauty,Makeup,1,38.28,0.0,NC,38.28
CUST_014218,ORD_00104982,2023-01-12,Sports,Cycling,2,293.59,0.0,MA,587.18
CUST_011360,ORD_00102891,2023-01-12,Electronics,Laptops,2,259.53,0.13,TX,451.58219999999994
CUST_012851,ORD_00103583,2023-01-12,Electronics,Headphones,4,943.59,0.0,WA,3774.36
CUST_013057,ORD_00100797,2023-01-12,Sports,Winter Sports,3,299.73,0.0,TX,899.19
CUST_013201,ORD_00102805,2023-01-12,Home & Garden,Furniture,1,543.2,0.0,CA,543.2
CUST_010997,ORD_00103486,2023-01-12,Sports,Fitness Equipment,1,221.34,0.08,WA,203.6328
CUST_013648,ORD_00104881,2023-01-13,Books,Non-Fiction,7,57.27,0.0,GA,400.89000000000004
CUST_011125,ORD_00101842,2023-01-13,Sports,Fitness Equipment,3,293.75,0.0,CA,881.25
CUST_010069,ORD_00100883,2023-01-13,Beauty,Makeup,3,76.64,0.0,NY,229.92000000000002
CUST_013654,ORD_00102677,2023-01-13,Beauty,Beauty Tools,2,66.79,0.0,MD,133.58
CUST_014981,ORD_00102135,2023-01-13,Electronics,Tablets,2,1911.4,0.0,NJ,3822.8
CUST_014613,ORD_00104029,2023-01-13,Electronics,Headphones,2,1126.07,0.0,MA,2252.14
CUST_013891,ORD_00104023,2023-01-13,Clothing,Accessories,3,23.88,0.0,SC,71.64
CUST_013370,ORD_00100449,2023-01-13,Electronics,Smart Watches,1,216.74,0.13,MI,188.56380000000001
CUST_013759,ORD_00102026,2023-01-14,Home & Garden,Home Decor,4,453.83,0.18,LA,1488.5624
CUST_011217,ORD_00103707,2023-01-14,Beauty,Skincare,2,86.08,0.0,WA,172.16
CUST_014019,ORD_00102692,2023-01-14,Home & Garden,Storage,2,418.65,0.0,CO,837.3
CUST_012326,ORD_00104780,2023-01-14,Sports,Team Sports,4,59.33,0.0,OK,237.32
CUST_010902,ORD_00101843,2023-01-14,Beauty,Skincare,5,64.23,0.0,LA,321.15000000000003
CUST_010581,ORD_00100954,2023-01-14,Clothing,Sportswear,1,57.43,0.0,CT,57.43
CUST_014097,ORD_00101796,2023-01-14,Beauty,Makeup,2,91.1,0.0,OR,182.2
CUST_010616,ORD_00103188,2023-01-15,Clothing,Sportswear,3,250.87,0.0,TN,752.61
CUST_011526,ORD_00100394,2023-01-15,Beauty,Hair Care,2,142.62,0.14,LA,245.3064
CUST_014503,ORD_00104199,2023-01-15,Electronics,Tablets,4,1915.83,0.0,WA,7663.32
CUST_011641,ORD_00102960,2023-01-15,Beauty,Fragrances,1,145.22,0.0,CO,145.22
CUST_012105,ORD_00101127,2023-01-15,Beauty,Skincare,4,90.05,0.0,UT,360.2
CUST_012593,ORD_00101924,2023-01-15,Clothing,Shoes,3,34.51,0.37,NJ,65.2239
CUST_012287,ORD_00101203,2023-01-15,Beauty,Fragrances,1,40.5,0.09,NJ,36.855000000000004
CUST_014660,ORD_00102608,2023-01-15,Clothing,Jeans,2,226.58,0.09,IL,412.3756
CUST_011938,ORD_00103898,2023-01-15,Clothing,Shoes,6,61.89,0.19,TX,300.78540000000004
CUST_014726,ORD_00101929,2023-01-15,Home & Garden,Home Decor,2,670.24,0.0,CT,1340.48
CUST_010798,ORD_00101898,2023-01-16,Clothing,Jeans,2,44.43,0.0,KY,88.86
CUST_013762,ORD_00103502,2023-01-16,Sports,Outdoor Gear,1,203.99,0.0,MO,203.99
CUST_010612,ORD_00104156,2023-01-16,Home & Garden,Kitchen Appliances,1,491.98,0.0,NY,491.98
CUST_011201,ORD_00103197,2023-01-16,Home & Garden,Furniture,9,236.76,0.0,PA,2130.84
CUST_013720,ORD_00102164,2023-01-16,Clothing,Mens Shirts,1,247.1,0.0,LA,247.1
CUST_010852,ORD_00104675,2023-01-16,Books,Comics,1,26.08,0.0,MA,26.08
CUST_010938,ORD_00101077,2023-01-16,Sports,Winter Sports,1,138.94,0.0,OH,138.94
CUST_010959,ORD_00103482,2023-01-16,Clothing,Womens Dresses,1,51.04,0.0,CA,51.04
CUST_012577,ORD_00100460,2023-01-17,Clothing,Accessories,4,153.92,0.0,OR,615.68
CUST_012180,ORD_00104937,2023-01-17,Electronics,Smart Watches,2,223.41,0.07,UT,415.5426
CUST_013765,ORD_00100538,2023-01-17,Electronics,Laptops,1,1375.31,0.0,CA,1375.31
CUST_011196,ORD_00100440,2023-01-17,Home & Garden,Bedding,1,544.08,0.39,AZ,331.8888
CUST_014608,ORD_00103029,2023-01-17,Beauty,Skincare,4,126.47,0.0,CT,505.88
CUST_012535,ORD_00104751,2023-01-17,Clothing,Jeans,2,279.77,0.42,CA,324.5332
CUST_010890,ORD_00100838,2023-01-17,Clothing,Accessories,1,129.85,0.13,AZ,112.9695
CUST_014479,ORD_00103205,2023-01-17,Clothing,Womens Dresses,1,115.39,0.06,NJ,108.4666
CUST_010917,ORD_00101422,2023-01-17,Beauty,Makeup,2,60.0,0.08,CO,110.4
CUST_010969,ORD_00104389,2023-01-18,Clothing,Accessories,3,111.61,0.12,PA,294.6504
CUST_012640,ORD_00101695,2023-01-18,Beauty,Hair Care,1,135.71,0.2,AL,108.56800000000001
CUST_011022,ORD_00103331,2023-01-18,Sports,Team Sports,1,379.56,0.35,TN,246.714
CUST_013672,ORD_00100131,2023-01-18,Electronics,Tablets,1,1060.74,0.0,SC,1060.74
CUST_013089,ORD_00104957,2023-01-18,Home & Garden,Furniture,2,752.01,0.0,MO,1504.02
CUST_014478,ORD_00101306,2023-01-19,Electronics,Headphones,1,1494.76,0.07,MA,1390.1268
CUST_011124,ORD_00103717,2023-01-19,Home & Garden,Kitchen Appliances,1,719.46,0.0,IL,719.46
CUST_010502,ORD_00103893,2023-01-19,Sports,Outdoor Gear,1,464.0,0.0,OR,464.0
CUST_013495,ORD_00103123,2023-01-19,Electronics,Laptops,1,1604.97,0.06,CT,1508.6717999999998
CUST_011203,ORD_00104439,2023-01-19,Home & Garden,Kitchen Appliances,1,187.15,0.0,TN,187.15
CUST_012725,ORD_00102950,2023-01-19,Books,Comics,2,36.23,0.0,KY,72.46
CUST_012336,ORD_00101983,2023-01-19,Beauty,Personal Care,1,15.64,0.48,MI,8.132800000000001
CUST_014707,ORD_00103521,2023-01-19,Beauty,Skincare,2,31.09,0.0,WA,62.18
CUST_014328,ORD_00101431,2023-01-20,Books,Comics,6,38.24,0.0,FL,229.44
CUST_011915,ORD_00101503,2023-01-20,Home & Garden,Bedding,5,29.48,0.42,GA,85.49200000000002
CUST_013931,ORD_00103904,2023-01-20,Beauty,Skincare,1,12.93,0.0,IL,12.93
CUST_013305,ORD_00100708,2023-01-20,Clothing,Womens Dresses,1,49.8,0.07,AL,46.31399999999999
CUST_013665,ORD_00102646,2023-01-21,Books,Magazines,1,9.14,0.0,CT,9.14
CUST_013403,ORD_00102217,2023-01-21,Electronics,Gaming Consoles,1,597.17,0.14,PA,513.5662
CUST_013868,ORD_00104147,2023-01-21,Books,Children Books,3,51.75,0.0,VA,155.25
CUST_013863,ORD_00101426,2023-01-21,Books,Comics,1,55.75,0.0,MI,55.75
CUST_012416,ORD_00100635,2023-01-21,Home & Garden,Home Decor,3,690.9,0.27,IL,1513.071
CUST_013523,ORD_00102797,2023-01-22,Beauty,Personal Care,1,76.9,0.11,MO,68.441
CUST_014892,ORD_00100216,2023-01-22,Electronics,Tablets,2,247.19,0.0,PA,494.38
CUST_014810,ORD_00100158,2023-01-22,Beauty,Hair Care,2,34.26,0.0,LA,68.52
CUST_011866,ORD_00102105,2023-01-22,Electronics,Smartphones,1,1191.9,0.17,MO,989.277
CUST_012770,ORD_00100034,2023-01-22,Sports,Winter Sports,1,493.77,0.0,GA,493.77
CUST_012525,ORD_00101350,2023-01-22,Beauty,Personal Care,2,146.64,0.0,AL,293.28
CUST_011611,ORD_00104003,2023-01-22,Beauty,Fragrances,3,46.03,0.19,NY,111.8529
CUST_011526,ORD_00102295,2023-01-23,Books,Comics,2,18.75,0.0,MD,37.5
CUST_011037,ORD_00103507,2023-01-23,Electronics,Laptops,2,1738.01,0.0,SC,3476.02
CUST_014128,ORD_00101821,2023-01-23,Clothing,Accessories,2,147.9,0.0,PA,295.8
CUST_012644,ORD_00104321,2023-01-23,Beauty,Beauty Tools,1,47.1,0.0,PA,47.1
CUST_013382,ORD_00104217,2023-01-23,Clothing,Mens Shirts,7,85.32,0.0,MN,597.24
CUST_012419,ORD_00100194,2023-01-23,Beauty,Fragrances,3,122.96,0.0,MD,368.88
CUST_010986,ORD_00104866,2023-01-23,Home & Garden,Gardening Tools,2,630.69,0.0,NJ,1261.38
CUST_010516,ORD_00101229,2023-01-23,Clothing,Accessories,2,129.51,0.0,AZ,259.02
CUST_011729,ORD_00104313,2023-01-23,Books,Children Books,1,52.84,0.18,NY,43.32880000000001
CUST_012525,ORD_00100409,2023-01-23,Books,Educational,1,25.43,0.16,MD,21.3612
CUST_011854,ORD_00102908,2023-01-23,Books,Children Books,1,38.2,0.0,IN,38.2
CUST_013349,ORD_00102364,2023-01-24,Home & Garden,Bedding,3,150.9,0.0,MD,452.70000000000005
CUST_010978,ORD_00104133,2023-01-24,Books,Non-Fiction,3,26.98,0.0,MN,80.94
CUST_014809,ORD_00101595,2023-01-24,Sports,Fitness Equipment,1,459.05,0.29,NJ,325.9255
CUST_010022,ORD_00104065,2023-01-24,Sports,Fitness Equipment,3,314.07,0.0,LA,942.21
CUST_010416,ORD_00104070,2023-01-24,Sports,Winter Sports,1,359.18,0.0,MN,359.18
CUST_013684,ORD_00103194,2023-01-24,Books,Magazines,1,37.38,0.0,AL,37.38
CUST_012560,ORD_00101074,2023-01-24,Sports,Team Sports,2,418.42,0.0,OH,836.84
CUST_011243,ORD_00102844,2023-01-24,Sports,Winter Sports,1,331.82,0.0,GA,331.82
CUST_010943,ORD_00100500,2023-01-24,Home & Garden,Storage,1,442.68,0.0,KY,442.68
CUST_012470,ORD_00102214,2023-01-25,Clothing,Sportswear,1,242.29,0.09,NC,220.4839
CUST_010969,ORD_00101053,2023-01-25,Books,Magazines,4,55.12,0.16,OH,185.20319999999998
CUST_011565,ORD_00102775,2023-01-25,Electronics,Smartphones,1,800.86,0.0,OH,800.86
CUST_014611,ORD_00102796,2023-01-25,Books,Children Books,1,58.57,0.0,SC,58.57
CUST_011231,ORD_00101891,2023-01-25,Sports,Water Sports,1,417.61,0.0,OK,417.61
CUST_014264,ORD_00102652,2023-01-25,Books,Educational,2,35.85,0.26,GA,53.058
CUST_014828,ORD_00103354,2023-01-26,Electronics,Smartphones,3,1811.38,0.0,MD,5434.14
CUST_010298,ORD_00103677,2023-01-26,Clothing,Shoes,1,231.73,0.08,PA,213.1916
CUST_012826,ORD_00100496,2023-01-26,Books,Fiction,1,38.69,0.0,UT,38.69
CUST_010913,ORD_00100000,2023-01-26,Beauty,Hair Care,1,143.1,0.0,PA,143.1
CUST_012929,ORD_00104979,2023-01-26,Electronics,Gaming Consoles,3,506.35,0.0,CT,1519.0500000000002
CUST_012693,ORD_00101394,2023-01-27,Home & Garden,Storage,6,795.96,0.28,VA,3438.5472
CUST_012052,ORD_00100157,2023-01-27,Electronics,Laptops,4,1407.15,0.46,MD,3039.4440000000004
CUST_013517,ORD_00103393,2023-01-27,Home & Garden,Gardening Tools,6,647.97,0.0,PA,3887.82
CUST_014956,ORD_00103067,2023-01-27,Beauty,Makeup,1,24.33,0.33,MN,16.301099999999998
CUST_011280,ORD_00103324,2023-01-27,Clothing,Shoes,3,259.81,0.36,VA,498.83520000000004
CUST_014561,ORD_00100240,2023-01-27,Sports,Cycling,2,355.48,0.09,IL,646.9736
CUST_013829,ORD_00103072,2023-01-27,Electronics,Smart Watches,3,377.83,0.0,MN,1133.49
CUST_014844,ORD_00102150,2023-01-27,Electronics,Smart Watches,1,1882.16,0.0,NJ,1882.16
CUST_011097,ORD_00104602,2023-01-28,Beauty,Fragrances,6,20.65,0.0,WA,123.89999999999999
CUST_011710,ORD_00103108,2023-01-28,Electronics,Smart Watches,1,764.77,0.0,LA,764.77
CUST_013684,ORD_00104335,2023-01-28,Books,Comics,6,15.07,0.0,WI,90.42
CUST_011873,ORD_00104241,2023-01-28,Electronics,Smart Watches,5,1867.66,0.0,MN,9338.300000000001
CUST_011442,ORD_00103683,2023-01-28,Sports,Cycling,2,300.09,0.0,AL,600.18
CUST_014507,ORD_00100485,2023-01-28,Beauty,Fragrances,3,141.16,0.3,KY,296.436
CUST_011257,ORD_00104684,2023-01-28,Books,Children Books,3,38.23,0.0,NY,114.69
CUST_014805,ORD_00102310,2023-01-28,Clothing,Accessories,4,232.93,0.0,GA,931.72
CUST_014579,ORD_00102051,2023-01-28,Books,Fiction,2,17.08,0.14,MI,29.377599999999997
CUST_012749,ORD_00101884,2023-01-29,Clothing,Jeans,1,48.23,0.0,NY,48.23
CUST_013233,ORD_00102813,2023-01-29,Clothing,Sportswear,2,112.58,0.11,MA,200.3924
CUST_014937,ORD_00104599,2023-01-29,Beauty,Hair Care,3,89.88,0.13,KY,234.58679999999998
CUST_011384,ORD_00102182,2023-01-29,Sports,Fitness Equipment,1,341.6,0.38,KY,211.792
CUST_014373,ORD_00103889,2023-01-29,Home & Garden,Home Decor,5,424.21,0.0,KY,2121.0499999999997
CUST_011924,ORD_00102202,2023-01-30,Home & Garden,Home Decor,8,553.77,0.0,CT,4430.16
CUST_012756,ORD_00100127,2023-01-30,Books,Educational,1,36.95,0.0,OH,36.95
CUST_011649,ORD_00104643,2023-01-30,Clothing,Shoes,2,248.78,0.41,UT,293.5604
CUST_013028,ORD_00102267,2023-01-30,Sports,Cycling,2,304.3,0.0,AL,608.6
CUST_011398,ORD_00100909,2023-01-30,Electronics,Gaming Consoles,2,794.78,0.0,UT,1589.56
CUST_010968,ORD_00100569,2023-01-31,Home & Garden,Gardening Tools,2,482.08,0.0,FL,964.16
CUST_012767,ORD_00103063,2023-01-31,Electronics,Smartphones,2,635.13,0.17,SC,1054.3157999999999
CUST_014065,ORD_00103348,2023-01-31,Clothing,Mens Shirts,3,116.33,0.0,NJ,348.99
CUST_013628,ORD_00104324,2023-01-31,Books,Children Books,3,19.11,0.0,OR,57.33
CUST_014575,ORD_00101592,2023-01-31,Home & Garden,Kitchen Appliances,2,437.73,0.0,PA,875.46
CUST_011103,ORD_00101301,2023-01-31,Electronics,Gaming Consoles,3,669.29,0.0,FL,2007.87
CUST_013172,ORD_00101003,2023-01-31,Sports,Team Sports,2,393.94,0.0,NJ,787.88
CUST_010261,ORD_00100002,2023-01-31,Electronics,Laptops,1,354.19,0.0,WI,354.19
CUST_011019,ORD_00104501,2023-01-31,Electronics,Gaming Consoles,3,900.29,0.17,GA,2241.7221
CUST_010333,ORD_00103160,2023-01-31,Clothing,Shoes,2,160.21,0.05,MN,304.399
CUST_014378,ORD_00103934,2023-02-01,Clothing,Womens Dresses,1,17.41,0.0,OH,17.41
CUST_013518,ORD_00104576,2023-02-01,Beauty,Beauty Tools,1,79.45,0.0,MO,79.45
CUST_011902,ORD_00104394,2023-02-01,Sports,Water Sports,1,342.39,0.36,KY,219.12959999999998
CUST_010531,ORD_00102368,2023-02-01,Clothing,Accessories,2,114.42,0.0,GA,228.84
CUST_013422,ORD_00103147,2023-02-01,Beauty,Fragrances,4,133.38,0.0,OH,533.52
CUST_010199,ORD_00103064,2023-02-01,Electronics,Tablets,1,605.12,0.0,AL,605.12
CUST_014688,ORD_00102265,2023-02-01,Beauty,Fragrances,1,37.81,0.41,TN,22.307900000000004
CUST_010925,ORD_00100418,2023-02-02,Beauty,Fragrances,5,60.74,0.0,UT,303.7
CUST_014419,ORD_00104346,2023-02-02,Sports,Cycling,1,30.73,0.19,FL,24.8913
CUST_011464,ORD_00100951,2023-02-02,Clothing,Mens Shirts,3,25.06,0.0,NY,75.17999999999999
CUST_014026,ORD_00102780,2023-02-02,Books,Educational,1,59.88,0.0,NC,59.88
CUST_011593,ORD_00103462,2023-02-03,Books,Comics,2,10.06,0.49,NJ,10.2612
CUST_014774,ORD_00102152,2023-02-03,Beauty,Beauty Tools,4,21.23,0.0,LA,84.92
CUST_013397,ORD_00101942,2023-02-03,Electronics,Smartphones,5,1871.89,0.0,VA,9359.45
CUST_013304,ORD_00104438,2023-02-03,Home & Garden,Gardening Tools,1,279.75,0.15,IL,237.7875
CUST_014649,ORD_00100627,2023-02-03,Clothing,Accessories,3,137.64,0.0,KY,412.91999999999996
CUST_011112,ORD_00103771,2023-02-04,Clothing,Womens Dresses,2,296.93,0.0,MI,593.86
CUST_012008,ORD_00101731,2023-02-04,Electronics,Laptops,2,1218.64,0.0,MI,2437.28
CUST_011371,ORD_00101972,2023-02-04,Sports,Team Sports,1,32.88,0.0,MI,32.88
CUST_010498,ORD_00101539,2023-02-04,Books,Educational,1,57.13,0.15,KY,48.5605
CUST_011859,ORD_00104388,2023-02-04,Home & Garden,Storage,7,199.9,0.27,MI,1021.4889999999999
CUST_014821,ORD_00102292,2023-02-04,Home & Garden,Storage,3,773.2,0.0,VA,2319.6000000000004
CUST_011218,ORD_00100605,2023-02-05,Sports,Winter Sports,2,239.41,0.0,CO,478.82
CUST_013101,ORD_00104507,2023-02-05,Home & Garden,Bedding,1,77.91,0.0,WI,77.91
CUST_013235,ORD_00100651,2023-02-05,Sports,Winter Sports,1,282.12,0.45,MN,155.16600000000003
CUST_013938,ORD_00102315,2023-02-05,Home & Garden,Gardening Tools,1,263.41,0.0,WA,263.41
CUST_010002,ORD_00100966,2023-02-05,Home & Garden,Bedding,2,490.72,0.0,PA,981.44
CUST_013845,ORD_00102785,2023-02-05,Home & Garden,Home Decor,7,70.92,0.0,SC,496.44
CUST_011348,ORD_00103681,2023-02-05,Clothing,Mens Shirts,2,257.14,0.0,WI,514.28
CUST_014470,ORD_00100067,2023-02-06,Home & Garden,Bedding,6,272.1,0.0,AZ,1632.6000000000001
CUST_011163,ORD_00102121,2023-02-06,Clothing,Sportswear,3,144.44,0.0,LA,433.32
CUST_010714,ORD_00103243,2023-02-06,Home & Garden,Kitchen Appliances,6,319.22,0.0,WI,1915.3200000000002
CUST_014224,ORD_00101783,2023-02-06,Books,Comics,2,42.7,0.06,CA,80.276
CUST_011604,ORD_00102864,2023-02-07,Books,Educational,1,56.03,0.0,GA,56.03
CUST_013822,ORD_00102137,2023-02-07,Home & Garden,Gardening Tools,2,473.75,0.0,MO,947.5
CUST_010724,ORD_00104971,2023-02-07,Home & Garden,Storage,1,535.84,0.0,OH,535.84
CUST_010799,ORD_00101927,2023-02-07,Clothing,Sportswear,3,36.89,0.36,MO,70.8288
CUST_014314,ORD_00100283,2023-02-08,Beauty,Hair Care,1,71.25,0.14,WI,61.275
CUST_014283,ORD_00102521,2023-02-08,Books,Magazines,1,42.67,0.11,UT,37.9763
CUST_012205,ORD_00103237,2023-02-08,Electronics,Tablets,3,1853.08,0.0,MI,5559.24
CUST_013250,ORD_00101620,2023-02-08,Electronics,Tablets,2,886.44,0.0,UT,1772.88
CUST_012694,ORD_00104943,2023-02-08,Beauty,Beauty Tools,5,122.54,0.0,FL,612.7
CUST_010008,ORD_00101156,2023-02-08,Beauty,Fragrances,2,108.32,0.0,SC,216.64
CUST_010372,ORD_00100209,2023-02-08,Home & Garden,Gardening Tools,3,606.85,0.0,GA,1820.5500000000002
CUST_014018,ORD_00100617,2023-02-08,Electronics,Smartphones,3,768.63,0.0,GA,2305.89
