Customer_ID,Order_ID,Order_Date,Product_Category,Product_Sub_Category,Quantity,Price,Discount,Customer_Location,Revenue,Revenue_calc,order_year,order_month,order_month_name,order_day_of_week,gross_sales,discount_amount,net_sales,customer_segment_x,customer_segment_y
CUST_014005,ORD_00101482,2023-01-03,Electronics,Smart Watches,4,1417.28,0.0,OK,5669.12,5669.12,2023,1,January,Tuesday,5669.12,0.0,5669.12,High-Value,High_Value
CUST_013862,ORD_00103766,2023-01-03,Sports,Water Sports,1,262.59,0.27,MD,191.6907,191.6907,2023,1,January,Tuesday,262.59,70.8993,191.6907,Standard,Standard
CUST_014608,ORD_00103883,2023-01-04,Sports,Winter Sports,1,204.56,0.0,MN,204.56,204.56,2023,1,January,Wednesday,204.56,0.0,204.56,High-Value,High_Value
CUST_013835,ORD_00103674,2023-01-04,Electronics,Tablets,3,1884.25,0.41,TX,3335.1225000000004,3335.1225000000004,2023,1,January,Wednesday,5652.75,2317.6275,3335.1225000000004,High-Value,High_Value
CUST_010934,ORD_00104963,2023-01-04,Home & Garden,Bedding,2,799.61,0.29,CO,1135.4462,1135.4462,2023,1,January,Wednesday,1599.22,463.7738,1135.4462,Standard,Standard
CUST_013629,ORD_00104506,2023-01-04,Clothing,Accessories,1,29.9,0.0,GA,29.9,29.9,2023,1,January,Wednesday,29.9,0.0,29.9,Standard,Standard
CUST_011705,ORD_00104918,2023-01-05,Clothing,Mens Shirts,5,84.81,0.0,IN,424.05,424.05,2023,1,January,Thursday,424.05,0.0,424.05,Standard,Standard
CUST_010104,ORD_00102567,2023-01-05,Home & Garden,Gardening Tools,7,314.05,0.0,KY,2198.35,2198.35,2023,1,January,Thursday,2198.35,0.0,2198.35,High-Value,High_Value
CUST_014197,ORD_00104812,2023-01-05,Electronics,Tablets,1,694.07,0.0,SC,694.07,694.07,2023,1,January,Thursday,694.07,0.0,694.07,High-Value,High_Value
CUST_011361,ORD_00104720,2023-01-05,Electronics,Tablets,1,253.74,0.0,AZ,253.74,253.74,2023,1,January,Thursday,253.74,0.0,253.74,Standard,Standard
CUST_013358,ORD_00103988,2023-01-05,Home & Garden,Kitchen Appliances,5,610.83,0.0,IN,3054.15,3054.15,2023,1,January,Thursday,3054.15,0.0,3054.15,High-Value,High_Value
CUST_011079,ORD_00104397,2023-01-05,Electronics,Headphones,2,836.92,0.0,GA,1673.84,1673.84,2023,1,January,Thursday,1673.84,0.0,1673.84,Standard,Standard
CUST_014710,ORD_00100866,2023-01-05,Home & Garden,Kitchen Appliances,2,352.35,0.0,NY,704.7,704.7,2023,1,January,Thursday,704.7,0.0,704.7,Standard,Standard
CUST_013508,ORD_00104696,2023-01-06,Clothing,Jeans,1,222.19,0.0,AZ,222.19,222.19,2023,1,January,Friday,222.19,0.0,222.19,Standard,Standard
CUST_012294,ORD_00103525,2023-01-06,Electronics,Smartphones,4,1078.15,0.0,CO,4312.6,4312.6,2023,1,January,Friday,4312.6,0.0,4312.6,High-Value,High_Value
CUST_013331,ORD_00102230,2023-01-06,Home & Garden,Storage,2,425.3,0.0,MO,850.6,850.6,2023,1,January,Friday,850.6,0.0,850.6,Standard,Standard
CUST_013066,ORD_00102305,2023-01-06,Books,Non-Fiction,1,11.25,0.0,TN,11.25,11.25,2023,1,January,Friday,11.25,0.0,11.25,Standard,Standard
CUST_010750,ORD_00100470,2023-01-06,Home & Garden,Gardening Tools,1,452.26,0.0,NC,452.26,452.26,2023,1,January,Friday,452.26,0.0,452.26,Standard,Standard
CUST_013418,ORD_00102421,2023-01-06,Books,Fiction,1,10.24,0.34,KY,6.758399999999999,6.758399999999999,2023,1,January,Friday,10.24,3.4816000000000003,6.758399999999999,Standard,Standard
CUST_011609,ORD_00103304,2023-01-06,Sports,Water Sports,6,171.47,0.27,MN,751.0386,751.0386,2023,1,January,Friday,1028.82,277.7814,751.0386,Standard,Standard
CUST_010373,ORD_00101379,2023-01-06,Home & Garden,Bedding,3,68.52,0.0,MI,205.56,205.56,2023,1,January,Friday,205.56,0.0,205.56,Standard,Standard
CUST_014336,ORD_00103082,2023-01-06,Home & Garden,Storage,1,401.38,0.19,CO,325.11780000000005,325.11780000000005,2023,1,January,Friday,401.38,76.2622,325.11780000000005,Standard,Standard
CUST_014113,ORD_00104340,2023-01-06,Books,Magazines,1,50.02,0.0,CO,50.02,50.02,2023,1,January,Friday,50.02,0.0,50.02,High-Value,High_Value
CUST_010841,ORD_00104775,2023-01-06,Electronics,Gaming Consoles,1,1895.22,0.35,MO,1231.893,1231.893,2023,1,January,Friday,1895.22,663.327,1231.893,Standard,Standard
CUST_011369,ORD_00103870,2023-01-07,Beauty,Personal Care,2,32.95,0.0,OK,65.9,65.9,2023,1,January,Saturday,65.9,0.0,65.9,Standard,Standard
CUST_012577,ORD_00102557,2023-01-07,Sports,Fitness Equipment,1,324.62,0.1,NY,292.158,292.158,2023,1,January,Saturday,324.62,32.462,292.158,Standard,Standard
CUST_012033,ORD_00100397,2023-01-07,Home & Garden,Gardening Tools,1,700.26,0.0,LA,700.26,700.26,2023,1,January,Saturday,700.26,0.0,700.26,Standard,Standard
CUST_012473,ORD_00100967,2023-01-07,Home & Garden,Kitchen Appliances,3,647.89,0.0,NJ,1943.67,1943.67,2023,1,January,Saturday,1943.67,0.0,1943.67,High-Value,High_Value
CUST_013908,ORD_00100104,2023-01-07,Home & Garden,Home Decor,1,145.43,0.18,OR,119.25260000000002,119.25260000000002,2023,1,January,Saturday,145.43,26.1774,119.25260000000002,High-Value,High_Value
CUST_014512,ORD_00103600,2023-01-07,Clothing,Womens Dresses,1,53.62,0.0,IL,53.62,53.62,2023,1,January,Saturday,53.62,0.0,53.62,Standard,Standard
CUST_012002,ORD_00104485,2023-01-07,Beauty,Skincare,1,93.51,0.0,IL,93.51,93.51,2023,1,January,Saturday,93.51,0.0,93.51,Standard,Standard
CUST_012496,ORD_00100479,2023-01-07,Books,Educational,1,46.38,0.11,OK,41.278200000000005,41.278200000000005,2023,1,January,Saturday,46.38,5.1018,41.278200000000005,Standard,Standard
CUST_012379,ORD_00104400,2023-01-07,Home & Garden,Kitchen Appliances,3,221.45,0.1,NC,597.915,597.915,2023,1,January,Saturday,664.3499999999999,66.43499999999999,597.915,Standard,Standard
CUST_011599,ORD_00102183,2023-01-07,Books,Fiction,1,30.98,0.0,MI,30.98,30.98,2023,1,January,Saturday,30.98,0.0,30.98,Standard,Standard
CUST_010047,ORD_00104545,2023-01-08,Electronics,Headphones,2,188.5,0.0,NJ,377.0,377.0,2023,1,January,Sunday,377.0,0.0,377.0,Standard,Standard
CUST_013993,ORD_00101787,2023-01-08,Clothing,Sportswear,5,120.87,0.0,TN,604.35,604.35,2023,1,January,Sunday,604.35,0.0,604.35,Standard,Standard
CUST_013243,ORD_00101940,2023-01-08,Home & Garden,Kitchen Appliances,2,590.56,0.0,NC,1181.12,1181.12,2023,1,January,Sunday,1181.12,0.0,1181.12,Standard,Standard
CUST_011939,ORD_00104099,2023-01-08,Home & Garden,Gardening Tools,2,71.4,0.17,OH,118.524,118.524,2023,1,January,Sunday,142.8,24.276000000000003,118.524,Standard,Standard
CUST_011895,ORD_00100917,2023-01-08,Sports,Team Sports,4,336.83,0.0,CT,1347.32,1347.32,2023,1,January,Sunday,1347.32,0.0,1347.32,Standard,Standard
CUST_013978,ORD_00103425,2023-01-08,Electronics,Smartphones,1,1866.41,0.0,CO,1866.41,1866.41,2023,1,January,Sunday,1866.41,0.0,1866.41,High-Value,High_Value
CUST_014027,ORD_00102730,2023-01-08,Home & Garden,Storage,4,208.49,0.0,CT,833.96,833.96,2023,1,January,Sunday,833.96,0.0,833.96,High-Value,High_Value
CUST_014258,ORD_00100847,2023-01-08,Books,Magazines,1,11.54,0.0,KY,11.54,11.54,2023,1,January,Sunday,11.54,0.0,11.54,Standard,Standard
CUST_013592,ORD_00100925,2023-01-09,Clothing,Mens Shirts,1,247.54,0.0,TN,247.54,247.54,2023,1,January,Monday,247.54,0.0,247.54,Standard,Standard
CUST_014595,ORD_00101907,2023-01-09,Clothing,Mens Shirts,1,179.63,0.0,IL,179.63,179.63,2023,1,January,Monday,179.63,0.0,179.63,Standard,Standard
CUST_011468,ORD_00103596,2023-01-09,Beauty,Makeup,2,34.7,0.0,VA,69.4,69.4,2023,1,January,Monday,69.4,0.0,69.4,Standard,Standard
CUST_013556,ORD_00104451,2023-01-09,Home & Garden,Furniture,3,609.24,0.0,IN,1827.72,1827.72,2023,1,January,Monday,1827.72,0.0,1827.72,High-Value,High_Value
CUST_012004,ORD_00104972,2023-01-09,Sports,Water Sports,1,145.41,0.0,OH,145.41,145.41,2023,1,January,Monday,145.41,0.0,145.41,Standard,Standard
CUST_011754,ORD_00103994,2023-01-09,Home & Garden,Kitchen Appliances,3,674.13,0.0,OH,2022.39,2022.39,2023,1,January,Monday,2022.3899999999999,0.0,2022.39,High-Value,High_Value
CUST_013022,ORD_00101551,2023-01-09,Sports,Winter Sports,5,231.16,0.0,PA,1155.8,1155.8,2023,1,January,Monday,1155.8,0.0,1155.8,High-Value,High_Value
CUST_010595,ORD_00100056,2023-01-10,Books,Comics,5,50.02,0.5,FL,125.05,125.05,2023,1,January,Tuesday,250.10000000000002,125.05000000000001,125.05,Standard,Standard
CUST_014982,ORD_00104497,2023-01-10,Beauty,Fragrances,1,82.09,0.0,NJ,82.09,82.09,2023,1,January,Tuesday,82.09,0.0,82.09,Standard,Standard
CUST_012123,ORD_00101766,2023-01-10,Beauty,Personal Care,1,51.91,0.15,PA,44.12349999999999,44.12349999999999,2023,1,January,Tuesday,51.91,7.786499999999999,44.12349999999999,Standard,Standard
CUST_011498,ORD_00103553,2023-01-10,Sports,Fitness Equipment,1,141.25,0.0,NJ,141.25,141.25,2023,1,January,Tuesday,141.25,0.0,141.25,Standard,Standard
CUST_013239,ORD_00101713,2023-01-10,Sports,Water Sports,2,321.69,0.0,OR,643.38,643.38,2023,1,January,Tuesday,643.38,0.0,643.38,Standard,Standard
CUST_011002,ORD_00101976,2023-01-10,Home & Garden,Storage,7,125.66,0.0,NJ,879.62,879.62,2023,1,January,Tuesday,879.62,0.0,879.62,Standard,Standard
CUST_013935,ORD_00104151,2023-01-10,Clothing,Womens Dresses,3,76.23,0.0,OR,228.69,228.69,2023,1,January,Tuesday,228.69,0.0,228.69,Standard,Standard
CUST_012504,ORD_00101593,2023-01-10,Books,Magazines,1,26.4,0.1,AZ,23.76,23.76,2023,1,January,Tuesday,26.4,2.64,23.76,Standard,Standard
CUST_011916,ORD_00103782,2023-01-10,Clothing,Mens Shirts,2,269.82,0.0,WA,539.64,539.64,2023,1,January,Tuesday,539.64,0.0,539.64,Standard,Standard
CUST_010307,ORD_00100390,2023-01-10,Home & Garden,Bedding,3,443.33,0.0,UT,1329.99,1329.99,2023,1,January,Tuesday,1329.99,0.0,1329.99,High-Value,High_Value
CUST_014595,ORD_00100066,2023-01-10,Electronics,Smartphones,1,708.35,0.42,PA,410.8430000000001,410.8430000000001,2023,1,January,Tuesday,708.35,297.507,410.8430000000001,Standard,Standard
CUST_011362,ORD_00103817,2023-01-11,Home & Garden,Bedding,3,54.2,0.0,LA,162.60000000000002,162.60000000000002,2023,1,January,Wednesday,162.60000000000002,0.0,162.60000000000002,Standard,Standard
CUST_014554,ORD_00100129,2023-01-11,Sports,Outdoor Gear,2,71.16,0.0,AL,142.32,142.32,2023,1,January,Wednesday,142.32,0.0,142.32,Standard,Standard
CUST_010392,ORD_00101989,2023-01-11,Clothing,Mens Shirts,1,136.44,0.47,AL,72.31320000000001,72.31320000000001,2023,1,January,Wednesday,136.44,64.12679999999999,72.31320000000001,Standard,Standard
CUST_014038,ORD_00101773,2023-01-11,Books,Magazines,1,33.2,0.0,AL,33.2,33.2,2023,1,January,Wednesday,33.2,0.0,33.2,Standard,Standard
CUST_011388,ORD_00102279,2023-01-11,Clothing,Sportswear,6,299.13,0.0,FL,1794.78,1794.78,2023,1,January,Wednesday,1794.78,0.0,1794.78,High-Value,High_Value
CUST_013191,ORD_00102069,2023-01-12,Sports,Team Sports,3,289.37,0.0,CO,868.11,868.11,2023,1,January,Thursday,868.11,0.0,868.11,High-Value,High_Value
CUST_010410,ORD_00102744,2023-01-12,Home & Garden,Furniture,2,733.78,0.0,WA,1467.56,1467.56,2023,1,January,Thursday,1467.56,0.0,1467.56,High-Value,High_Value
CUST_011740,ORD_00101055,2023-01-12,Beauty,Makeup,1,38.28,0.0,NC,38.28,38.28,2023,1,January,Thursday,38.28,0.0,38.28,Standard,Standard
CUST_014218,ORD_00104982,2023-01-12,Sports,Cycling,2,293.59,0.0,MA,587.18,587.18,2023,1,January,Thursday,587.18,0.0,587.18,Standard,Standard
CUST_011360,ORD_00102891,2023-01-12,Electronics,Laptops,2,259.53,0.13,TX,451.5822,451.5822,2023,1,January,Thursday,519.06,67.4778,451.5822,Standard,Standard
CUST_012851,ORD_00103583,2023-01-12,Electronics,Headphones,4,943.59,0.0,WA,3774.36,3774.36,2023,1,January,Thursday,3774.36,0.0,3774.36,High-Value,High_Value
CUST_013057,ORD_00100797,2023-01-12,Sports,Winter Sports,3,299.73,0.0,TX,899.19,899.19,2023,1,January,Thursday,899.19,0.0,899.19,Standard,Standard
CUST_013201,ORD_00102805,2023-01-12,Home & Garden,Furniture,1,543.2,0.0,CA,543.2,543.2,2023,1,January,Thursday,543.2,0.0,543.2,Standard,Standard
CUST_010997,ORD_00103486,2023-01-12,Sports,Fitness Equipment,1,221.34,0.08,WA,203.6328,203.6328,2023,1,January,Thursday,221.34,17.7072,203.6328,Standard,Standard
CUST_013648,ORD_00104881,2023-01-13,Books,Non-Fiction,7,57.27,0.0,GA,400.89,400.89,2023,1,January,Friday,400.89000000000004,0.0,400.89,Standard,Standard
CUST_011125,ORD_00101842,2023-01-13,Sports,Fitness Equipment,3,293.75,0.0,CA,881.25,881.25,2023,1,January,Friday,881.25,0.0,881.25,High-Value,High_Value
CUST_010069,ORD_00100883,2023-01-13,Beauty,Makeup,3,76.64,0.0,NY,229.92,229.92,2023,1,January,Friday,229.92000000000002,0.0,229.92,Standard,Standard
CUST_013654,ORD_00102677,2023-01-13,Beauty,Beauty Tools,2,66.79,0.0,MD,133.58,133.58,2023,1,January,Friday,133.58,0.0,133.58,Standard,Standard
CUST_014981,ORD_00102135,2023-01-13,Electronics,Tablets,2,1911.4,0.0,NJ,3822.8,3822.8,2023,1,January,Friday,3822.8,0.0,3822.8,High-Value,High_Value
CUST_014613,ORD_00104029,2023-01-13,Electronics,Headphones,2,1126.07,0.0,MA,2252.14,2252.14,2023,1,January,Friday,2252.14,0.0,2252.14,High-Value,High_Value
CUST_013891,ORD_00104023,2023-01-13,Clothing,Accessories,3,23.88,0.0,SC,71.64,71.64,2023,1,January,Friday,71.64,0.0,71.64,Standard,Standard
CUST_013370,ORD_00100449,2023-01-13,Electronics,Smart Watches,1,216.74,0.13,MI,188.5638,188.5638,2023,1,January,Friday,216.74,28.1762,188.5638,Standard,Standard
CUST_013759,ORD_00102026,2023-01-14,Home & Garden,Home Decor,4,453.83,0.18,LA,1488.5624,1488.5624,2023,1,January,Saturday,1815.32,326.75759999999997,1488.5624,High-Value,High_Value
CUST_011217,ORD_00103707,2023-01-14,Beauty,Skincare,2,86.08,0.0,WA,172.16,172.16,2023,1,January,Saturday,172.16,0.0,172.16,Standard,Standard
CUST_014019,ORD_00102692,2023-01-14,Home & Garden,Storage,2,418.65,0.0,CO,837.3,837.3,2023,1,January,Saturday,837.3,0.0,837.3,Standard,Standard
CUST_012326,ORD_00104780,2023-01-14,Sports,Team Sports,4,59.33,0.0,OK,237.32,237.32,2023,1,January,Saturday,237.32,0.0,237.32,Standard,Standard
CUST_010902,ORD_00101843,2023-01-14,Beauty,Skincare,5,64.23,0.0,LA,321.15000000000003,321.15000000000003,2023,1,January,Saturday,321.15000000000003,0.0,321.15000000000003,Standard,Standard
CUST_010581,ORD_00100954,2023-01-14,Clothing,Sportswear,1,57.43,0.0,CT,57.43,57.43,2023,1,January,Saturday,57.43,0.0,57.43,Standard,Standard
CUST_014097,ORD_00101796,2023-01-14,Beauty,Makeup,2,91.1,0.0,OR,182.2,182.2,2023,1,January,Saturday,182.2,0.0,182.2,Standard,Standard
CUST_010616,ORD_00103188,2023-01-15,Clothing,Sportswear,3,250.87,0.0,TN,752.61,752.61,2023,1,January,Sunday,752.61,0.0,752.61,Standard,Standard
CUST_011526,ORD_00100394,2023-01-15,Beauty,Hair Care,2,142.62,0.14,LA,245.3064,245.3064,2023,1,January,Sunday,285.24,39.933600000000006,245.3064,Standard,Standard
CUST_014503,ORD_00104199,2023-01-15,Electronics,Tablets,4,1915.83,0.0,WA,7663.32,7663.32,2023,1,January,Sunday,7663.32,0.0,7663.32,High-Value,High_Value
CUST_011641,ORD_00102960,2023-01-15,Beauty,Fragrances,1,145.22,0.0,CO,145.22,145.22,2023,1,January,Sunday,145.22,0.0,145.22,Standard,Standard
CUST_012105,ORD_00101127,2023-01-15,Beauty,Skincare,4,90.05,0.0,UT,360.2,360.2,2023,1,January,Sunday,360.2,0.0,360.2,Standard,Standard
CUST_012593,ORD_00101924,2023-01-15,Clothing,Shoes,3,34.51,0.37,NJ,65.2239,65.2239,2023,1,January,Sunday,103.53,38.3061,65.2239,Standard,Standard
CUST_012287,ORD_00101203,2023-01-15,Beauty,Fragrances,1,40.5,0.09,NJ,36.855,36.855,2023,1,January,Sunday,40.5,3.645,36.855,Standard,Standard
CUST_014660,ORD_00102608,2023-01-15,Clothing,Jeans,2,226.58,0.09,IL,412.3756,412.3756,2023,1,January,Sunday,453.16,40.7844,412.3756,Standard,Standard
CUST_011938,ORD_00103898,2023-01-15,Clothing,Shoes,6,61.89,0.19,TX,300.78540000000004,300.78540000000004,2023,1,January,Sunday,371.34000000000003,70.55460000000001,300.78540000000004,Standard,Standard
CUST_014726,ORD_00101929,2023-01-15,Home & Garden,Home Decor,2,670.24,0.0,CT,1340.48,1340.48,2023,1,January,Sunday,1340.48,0.0,1340.48,Standard,Standard
CUST_010798,ORD_00101898,2023-01-16,Clothing,Jeans,2,44.43,0.0,KY,88.86,88.86,2023,1,January,Monday,88.86,0.0,88.86,Standard,Standard
CUST_013762,ORD_00103502,2023-01-16,Sports,Outdoor Gear,1,203.99,0.0,MO,203.99,203.99,2023,1,January,Monday,203.99,0.0,203.99,High-Value,High_Value
CUST_010612,ORD_00104156,2023-01-16,Home & Garden,Kitchen Appliances,1,491.98,0.0,NY,491.98,491.98,2023,1,January,Monday,491.98,0.0,491.98,High-Value,High_Value
CUST_011201,ORD_00103197,2023-01-16,Home & Garden,Furniture,9,236.76,0.0,PA,2130.84,2130.84,2023,1,January,Monday,2130.84,0.0,2130.84,High-Value,High_Value
CUST_013720,ORD_00102164,2023-01-16,Clothing,Mens Shirts,1,247.1,0.0,LA,247.1,247.1,2023,1,January,Monday,247.1,0.0,247.1,Standard,Standard
CUST_010852,ORD_00104675,2023-01-16,Books,Comics,1,26.08,0.0,MA,26.08,26.08,2023,1,January,Monday,26.08,0.0,26.08,High-Value,High_Value
CUST_010938,ORD_00101077,2023-01-16,Sports,Winter Sports,1,138.94,0.0,OH,138.94,138.94,2023,1,January,Monday,138.94,0.0,138.94,High-Value,High_Value
CUST_010959,ORD_00103482,2023-01-16,Clothing,Womens Dresses,1,51.04,0.0,CA,51.04,51.04,2023,1,January,Monday,51.04,0.0,51.04,Standard,Standard
CUST_012577,ORD_00100460,2023-01-17,Clothing,Accessories,4,153.92,0.0,OR,615.68,615.68,2023,1,January,Tuesday,615.68,0.0,615.68,Standard,Standard
CUST_012180,ORD_00104937,2023-01-17,Electronics,Smart Watches,2,223.41,0.07,UT,415.5426,415.5426,2023,1,January,Tuesday,446.82,31.277400000000004,415.5426,Standard,Standard
CUST_013765,ORD_00100538,2023-01-17,Electronics,Laptops,1,1375.31,0.0,CA,1375.31,1375.31,2023,1,January,Tuesday,1375.31,0.0,1375.31,Standard,Standard
CUST_011196,ORD_00100440,2023-01-17,Home & Garden,Bedding,1,544.08,0.39,AZ,331.8888,331.8888,2023,1,January,Tuesday,544.08,212.1912,331.8888,Standard,Standard
CUST_014608,ORD_00103029,2023-01-17,Beauty,Skincare,4,126.47,0.0,CT,505.88,505.88,2023,1,January,Tuesday,505.88,0.0,505.88,High-Value,High_Value
CUST_012535,ORD_00104751,2023-01-17,Clothing,Jeans,2,279.77,0.42,CA,324.5332,324.5332,2023,1,January,Tuesday,559.54,235.00679999999997,324.5332,Standard,Standard
CUST_010890,ORD_00100838,2023-01-17,Clothing,Accessories,1,129.85,0.13,AZ,112.9695,112.9695,2023,1,January,Tuesday,129.85,16.8805,112.9695,Standard,Standard
CUST_014479,ORD_00103205,2023-01-17,Clothing,Womens Dresses,1,115.39,0.06,NJ,108.4666,108.4666,2023,1,January,Tuesday,115.39,6.9234,108.4666,Standard,Standard
CUST_010917,ORD_00101422,2023-01-17,Beauty,Makeup,2,60.0,0.08,CO,110.4,110.4,2023,1,January,Tuesday,120.0,9.6,110.4,Standard,Standard
CUST_010969,ORD_00104389,2023-01-18,Clothing,Accessories,3,111.61,0.12,PA,294.6504,294.6504,2023,1,January,Wednesday,334.83,40.17959999999999,294.6504,High-Value,High_Value
CUST_012640,ORD_00101695,2023-01-18,Beauty,Hair Care,1,135.71,0.2,AL,108.568,108.568,2023,1,January,Wednesday,135.71,27.142000000000003,108.568,Standard,Standard
CUST_011022,ORD_00103331,2023-01-18,Sports,Team Sports,1,379.56,0.35,TN,246.714,246.714,2023,1,January,Wednesday,379.56,132.846,246.714,Standard,Standard
CUST_013672,ORD_00100131,2023-01-18,Electronics,Tablets,1,1060.74,0.0,SC,1060.74,1060.74,2023,1,January,Wednesday,1060.74,0.0,1060.74,Standard,Standard
CUST_013089,ORD_00104957,2023-01-18,Home & Garden,Furniture,2,752.01,0.0,MO,1504.02,1504.02,2023,1,January,Wednesday,1504.02,0.0,1504.02,High-Value,High_Value
CUST_014478,ORD_00101306,2023-01-19,Electronics,Headphones,1,1494.76,0.07,MA,1390.1268,1390.1268,2023,1,January,Thursday,1494.76,104.63320000000002,1390.1268,High-Value,High_Value
CUST_011124,ORD_00103717,2023-01-19,Home & Garden,Kitchen Appliances,1,719.46,0.0,IL,719.46,719.46,2023,1,January,Thursday,719.46,0.0,719.46,Standard,Standard
CUST_010502,ORD_00103893,2023-01-19,Sports,Outdoor Gear,1,464.0,0.0,OR,464.0,464.0,2023,1,January,Thursday,464.0,0.0,464.0,Standard,Standard
CUST_013495,ORD_00103123,2023-01-19,Electronics,Laptops,1,1604.97,0.06,CT,1508.6717999999998,1508.6717999999998,2023,1,January,Thursday,1604.97,96.2982,1508.6717999999998,Standard,Standard
CUST_011203,ORD_00104439,2023-01-19,Home & Garden,Kitchen Appliances,1,187.15,0.0,TN,187.15,187.15,2023,1,January,Thursday,187.15,0.0,187.15,Standard,Standard
CUST_012725,ORD_00102950,2023-01-19,Books,Comics,2,36.23,0.0,KY,72.46,72.46,2023,1,January,Thursday,72.46,0.0,72.46,Standard,Standard
CUST_012336,ORD_00101983,2023-01-19,Beauty,Personal Care,1,15.64,0.48,MI,8.132800000000001,8.132800000000001,2023,1,January,Thursday,15.64,7.5072,8.132800000000001,Standard,Standard
CUST_014707,ORD_00103521,2023-01-19,Beauty,Skincare,2,31.09,0.0,WA,62.18,62.18,2023,1,January,Thursday,62.18,0.0,62.18,Standard,Standard
CUST_014328,ORD_00101431,2023-01-20,Books,Comics,6,38.24,0.0,FL,229.44,229.44,2023,1,January,Friday,229.44,0.0,229.44,Standard,Standard
CUST_011915,ORD_00101503,2023-01-20,Home & Garden,Bedding,5,29.48,0.42,GA,85.49200000000002,85.49200000000002,2023,1,January,Friday,147.4,61.908,85.49200000000002,Standard,Standard
CUST_013931,ORD_00103904,2023-01-20,Beauty,Skincare,1,12.93,0.0,IL,12.93,12.93,2023,1,January,Friday,12.93,0.0,12.93,Standard,Standard
CUST_013305,ORD_00100708,2023-01-20,Clothing,Womens Dresses,1,49.8,0.07,AL,46.31399999999999,46.31399999999999,2023,1,January,Friday,49.8,3.486,46.31399999999999,Standard,Standard
CUST_013665,ORD_00102646,2023-01-21,Books,Magazines,1,9.14,0.0,CT,9.14,9.14,2023,1,January,Saturday,9.14,0.0,9.14,Standard,Standard
CUST_013403,ORD_00102217,2023-01-21,Electronics,Gaming Consoles,1,597.17,0.14,PA,513.5662,513.5662,2023,1,January,Saturday,597.17,83.6038,513.5662,Standard,Standard
CUST_013868,ORD_00104147,2023-01-21,Books,Children Books,3,51.75,0.0,VA,155.25,155.25,2023,1,January,Saturday,155.25,0.0,155.25,Standard,Standard
CUST_013863,ORD_00101426,2023-01-21,Books,Comics,1,55.75,0.0,MI,55.75,55.75,2023,1,January,Saturday,55.75,0.0,55.75,Standard,Standard
CUST_012416,ORD_00100635,2023-01-21,Home & Garden,Home Decor,3,690.9,0.27,IL,1513.071,1513.071,2023,1,January,Saturday,2072.7,559.629,1513.071,High-Value,High_Value
CUST_013523,ORD_00102797,2023-01-22,Beauty,Personal Care,1,76.9,0.11,MO,68.441,68.441,2023,1,January,Sunday,76.9,8.459000000000001,68.441,Standard,Standard
CUST_014892,ORD_00100216,2023-01-22,Electronics,Tablets,2,247.19,0.0,PA,494.38,494.38,2023,1,January,Sunday,494.38,0.0,494.38,Standard,Standard
