Customer_ID,total_orders,total_quantity,total_revenue,avg_order_value,customer_segment
CUST_010380,3,5,930.1677999999999,310.0559333333333,Standard
CUST_010381,1,1,157.91,157.91,Standard
CUST_010382,1,4,498.0,498.0,Standard
CUST_010385,4,7,1963.5716,490.8929,High_Value
CUST_010386,1,1,156.13,156.13,Standard
CUST_010387,2,6,494.85999999999996,247.42999999999998,Standard
CUST_010388,1,1,50.78,50.78,Standard
CUST_010390,2,3,4140.11,2070.055,High_Value
CUST_010391,1,1,358.065,358.065,Standard
CUST_010392,3,3,504.1548,168.0516,Standard
CUST_010393,3,10,2990.6537999999996,996.8845999999999,High_Value
CUST_010394,1,2,153.14,153.14,Standard
CUST_010396,1,3,927.96,927.96,Standard
CUST_010399,1,1,551.57,551.57,Standard
CUST_010402,1,9,494.0433,494.0433,Standard
CUST_010404,2,5,1369.1299999999999,684.5649999999999,Standard
CUST_010405,1,2,71.5806,71.5806,Standard
CUST_010406,2,3,2363.05,1181.525,High_Value
CUST_010407,1,2,55.1304,55.1304,Standard
CUST_010408,1,1,416.84,416.84,Standard
CUST_010410,4,13,11462.8944,2865.7236,High_Value
CUST_010411,1,1,468.915,468.915,Standard
CUST_010414,2,2,75.99849999999999,37.999249999999996,Standard
CUST_010416,1,1,359.18,359.18,Standard
CUST_010418,1,1,163.1,163.1,Standard
CUST_010419,1,4,345.0,345.0,Standard
CUST_010421,1,1,82.9396,82.9396,Standard
CUST_010422,1,1,448.29,448.29,Standard
CUST_010425,4,11,1795.75,448.9375,High_Value
CUST_010426,1,2,3097.02,3097.02,High_Value
CUST_010427,2,2,233.09,116.545,Standard
CUST_010428,1,3,109.11,109.11,Standard
CUST_010429,1,1,414.63,414.63,Standard
CUST_010430,1,2,137.26,137.26,Standard
CUST_010432,1,2,234.11040000000003,234.11040000000003,Standard
CUST_010433,1,2,651.5387999999999,651.5387999999999,Standard
CUST_010434,2,7,207.88000000000002,103.94000000000001,Standard
CUST_010435,3,8,2648.76,882.9200000000001,High_Value
CUST_010436,1,1,199.4,199.4,Standard
CUST_010438,1,2,1223.3494,1223.3494,Standard
CUST_010439,1,1,198.39,198.39,Standard
CUST_010440,3,8,410.4126,136.8042,Standard
CUST_010443,1,2,1285.48,1285.48,Standard
CUST_010444,1,4,389.04,389.04,Standard
CUST_010446,2,3,523.7579999999999,261.87899999999996,Standard
CUST_010447,1,3,1178.97,1178.97,Standard
CUST_010448,3,4,297.28999999999996,99.09666666666665,Standard
CUST_010449,1,1,209.98,209.98,Standard
CUST_010450,1,2,58.98,58.98,Standard
CUST_010453,1,2,106.62,106.62,Standard
CUST_010454,1,2,983.26,983.26,Standard
CUST_010455,1,8,922.4,922.4,Standard
CUST_010456,1,1,323.216,323.216,Standard
CUST_010458,1,1,434.27,434.27,Standard
CUST_010459,1,1,36.976,36.976,Standard
CUST_010463,1,1,221.95,221.95,Standard
CUST_010468,1,1,111.9716,111.9716,Standard
CUST_010470,1,1,205.8926,205.8926,Standard
CUST_010473,1,2,76.4582,76.4582,Standard
CUST_010474,1,1,116.82,116.82,Standard
CUST_010477,1,1,198.89,198.89,Standard
CUST_010480,1,2,870.0992,870.0992,Standard
CUST_010482,2,5,1767.17,883.585,High_Value
CUST_010484,1,6,274.14899999999994,274.14899999999994,Standard
CUST_010485,1,1,32.5,32.5,Standard
CUST_010486,1,1,149.93,149.93,Standard
CUST_010489,1,2,345.8752,345.8752,Standard
CUST_010490,1,1,589.2546000000001,589.2546000000001,Standard
CUST_010491,3,10,1725.69,575.23,Standard
CUST_010492,2,2,1819.4673,909.73365,High_Value
CUST_010493,1,2,98.515,98.515,Standard
CUST_010495,1,1,963.5,963.5,Standard
CUST_010497,1,1,208.49,208.49,Standard
CUST_010498,2,2,1497.5005,748.75025,Standard
CUST_010499,1,3,111.12,111.12,Standard
CUST_010500,1,1,224.92570000000003,224.92570000000003,Standard
CUST_010501,1,3,81.9516,81.9516,Standard
CUST_010502,3,7,577.26,192.42,Standard
CUST_010504,1,2,356.7,356.7,Standard
CUST_010511,2,2,391.1,195.55,Standard
CUST_010513,1,2,55.52,55.52,Standard
CUST_010515,3,4,1436.3839999999998,478.7946666666666,Standard
CUST_010516,3,7,1644.77,548.2566666666667,Standard
CUST_010517,1,1,68.9632,68.9632,Standard
CUST_010519,3,11,2383.193,794.3976666666667,High_Value
CUST_010521,1,1,74.54,74.54,Standard
CUST_010522,1,1,58.5,58.5,Standard
CUST_010523,1,1,120.45159999999998,120.45159999999998,Standard
CUST_010528,1,2,410.98,410.98,Standard
CUST_010530,1,1,733.52,733.52,Standard
CUST_010531,3,9,4747.08,1582.36,High_Value
CUST_010532,1,2,477.207,477.207,Standard
CUST_010534,1,1,35.45,35.45,Standard
CUST_010535,1,2,266.66,266.66,Standard
CUST_010536,2,4,836.31,418.155,Standard
CUST_010538,1,1,25.81,25.81,Standard
CUST_010539,2,12,7361.24,3680.62,High_Value
CUST_010540,1,3,2258.79,2258.79,High_Value
CUST_010541,2,4,3902.2632000000003,1951.1316000000002,High_Value
CUST_010542,2,5,5457.4689,2728.73445,High_Value
CUST_010544,3,5,1857.1284,619.0428,High_Value
CUST_010546,1,2,696.94,696.94,Standard
CUST_010547,1,2,98.8936,98.8936,Standard
CUST_010548,1,2,1137.8,1137.8,Standard
CUST_010549,2,3,1329.49,664.745,Standard
CUST_010550,2,2,1880.0545,940.02725,High_Value
CUST_010551,2,12,283.401,141.7005,Standard
CUST_010552,3,3,1677.1573,559.0524333333334,Standard
CUST_010554,1,1,254.34,254.34,Standard
CUST_010555,1,1,273.58,273.58,Standard
CUST_010556,2,4,1725.46,862.73,Standard
CUST_010557,1,1,255.49,255.49,Standard
CUST_010559,2,4,569.2764,284.6382,Standard
CUST_010562,1,1,927.1219,927.1219,Standard
CUST_010563,2,5,2979.4004000000004,1489.7002000000002,High_Value
CUST_010564,1,4,662.08,662.08,Standard
CUST_010565,1,5,309.1,309.1,Standard
CUST_010566,1,1,826.43,826.43,Standard
CUST_010567,1,5,372.9,372.9,Standard
CUST_010569,1,3,501.3071999999999,501.3071999999999,Standard
CUST_010571,2,3,3415.4047,1707.70235,High_Value
CUST_010572,1,5,2638.4,2638.4,High_Value
CUST_010574,2,4,5723.3,2861.65,High_Value
CUST_010575,1,2,264.28,264.28,Standard
CUST_010577,2,3,2178.9224000000004,1089.4612000000002,High_Value
CUST_010578,1,1,601.39,601.39,Standard
CUST_010579,1,1,12.5,12.5,Standard
CUST_010580,1,1,143.83,143.83,Standard
CUST_010581,2,2,148.94,74.47,Standard
CUST_010582,1,2,1979.86,1979.86,High_Value
CUST_010584,2,8,1440.51,720.255,Standard
CUST_010585,1,2,239.84,239.84,Standard
CUST_010586,2,3,83.87,41.935,Standard
CUST_010587,1,1,9.36,9.36,Standard
CUST_010591,1,2,1228.384,1228.384,Standard
CUST_010593,1,1,197.58,197.58,Standard
CUST_010594,1,2,424.0,424.0,Standard
CUST_010595,1,5,125.05,125.05,Standard
CUST_010598,2,3,989.0799999999999,494.53999999999996,Standard
CUST_010599,2,5,82.6252,41.3126,Standard
CUST_010604,1,1,100.99,100.99,Standard
CUST_010605,2,2,641.0226,320.5113,Standard
CUST_010606,2,7,5531.41,2765.705,High_Value
CUST_010607,3,4,1002.0376,334.01253333333335,Standard
CUST_010608,1,1,54.63,54.63,Standard
CUST_010611,2,3,286.82,143.41,Standard
CUST_010612,2,3,2402.6400000000003,1201.3200000000002,High_Value
CUST_010615,1,7,1743.9639,1743.9639,High_Value
CUST_010616,2,4,813.3,406.65,Standard
CUST_010618,4,11,1637.1599999999999,409.28999999999996,Standard
CUST_010621,1,1,8.4235,8.4235,Standard
CUST_010625,2,2,912.0768,456.0384,Standard
CUST_010626,4,11,2431.1752,607.7938,High_Value
CUST_010627,2,5,315.7528,157.8764,Standard
CUST_010628,1,2,446.22,446.22,Standard
CUST_010630,1,1,19.08,19.08,Standard
CUST_010631,1,2,193.42,193.42,Standard
CUST_010632,1,1,28.45,28.45,Standard
CUST_010633,1,2,45.94,45.94,Standard
CUST_010634,1,3,376.71,376.71,Standard
CUST_010635,3,4,502.79720000000003,167.5990666666667,Standard
CUST_010636,1,1,588.82,588.82,Standard
CUST_010637,1,2,685.72,685.72,Standard
CUST_010638,1,1,473.94,473.94,Standard
CUST_010639,2,5,1040.5739999999998,520.2869999999999,Standard
CUST_010640,1,1,39.177,39.177,Standard
CUST_010642,1,1,126.08890000000002,126.08890000000002,Standard
CUST_010643,1,2,389.16,389.16,Standard
CUST_010644,1,1,21.96,21.96,Standard
CUST_010646,2,4,2229.65,1114.825,High_Value
CUST_010647,2,2,184.21,92.105,Standard
CUST_010648,3,11,1559.5700000000002,519.8566666666667,Standard
CUST_010649,1,1,240.516,240.516,Standard
CUST_010653,1,1,652.66,652.66,Standard
CUST_010655,1,6,94.31640000000002,94.31640000000002,Standard
CUST_010656,2,2,2122.72,1061.36,High_Value
CUST_010658,1,1,50.63,50.63,Standard
CUST_010659,1,1,83.83,83.83,Standard
CUST_010660,1,1,159.37,159.37,Standard
CUST_010661,1,1,63.16,63.16,Standard
CUST_010665,1,1,500.3175,500.3175,Standard
CUST_010666,1,5,4219.0975,4219.0975,High_Value
CUST_010667,2,7,584.7,292.35,Standard
CUST_010671,4,7,1694.2402,423.56005,Standard
CUST_010672,1,1,178.8424,178.8424,Standard
CUST_010674,3,6,1803.5510000000002,601.1836666666667,High_Value
CUST_010675,1,1,1970.08,1970.08,High_Value
CUST_010677,1,1,542.25,542.25,Standard
CUST_010680,2,5,819.3575999999999,409.67879999999997,Standard
CUST_010681,1,1,147.58,147.58,Standard
CUST_010683,1,3,1390.68,1390.68,Standard
CUST_010684,1,3,95.43,95.43,Standard
CUST_010685,2,3,1303.28,651.64,Standard
CUST_010686,2,6,1848.54,924.27,High_Value
CUST_010687,1,1,378.18,378.18,Standard
CUST_010688,3,8,731.7904,243.93013333333332,Standard
CUST_010689,2,4,862.9492,431.4746,Standard
CUST_010691,3,11,1130.77,376.92333333333335,Standard
CUST_010692,2,3,261.5305,130.76525,Standard
CUST_010694,1,6,2551.02,2551.02,High_Value
CUST_010695,2,2,521.27,260.635,Standard
CUST_010696,1,2,2205.94,2205.94,High_Value
CUST_010697,1,1,406.49,406.49,Standard
CUST_010699,2,2,753.6569,376.82845,Standard
CUST_010700,1,1,29.73,29.73,Standard
CUST_010702,1,1,231.4401,231.4401,Standard
CUST_010703,1,3,783.6299999999999,783.6299999999999,Standard
CUST_010704,1,1,22.82,22.82,Standard
CUST_010705,1,1,41.4778,41.4778,Standard
CUST_010706,1,2,74.72,74.72,Standard
CUST_010707,1,2,37.28,37.28,Standard
CUST_010708,2,3,277.15999999999997,138.57999999999998,Standard
CUST_010711,1,1,291.19,291.19,Standard
CUST_010712,1,3,1757.25,1757.25,High_Value
CUST_010714,4,12,2179.9527,544.988175,High_Value
CUST_010715,1,1,1157.55,1157.55,Standard
CUST_010717,1,1,224.77,224.77,Standard
CUST_010719,1,2,195.5,195.5,Standard
CUST_010723,1,2,222.62,222.62,Standard
CUST_010724,1,1,535.84,535.84,Standard
CUST_010725,1,4,2153.6328,2153.6328,High_Value
CUST_010727,3,5,276.3654,92.12180000000001,Standard
CUST_010729,1,1,18.702,18.702,Standard
CUST_010731,1,4,1074.9648,1074.9648,Standard
CUST_010732,1,1,38.8765,38.8765,Standard
CUST_010733,3,6,1431.6399999999999,477.2133333333333,Standard
CUST_010734,1,1,126.44,126.44,Standard
CUST_010735,3,5,928.8299999999999,309.60999999999996,Standard
CUST_010736,1,1,72.8218,72.8218,Standard
CUST_010737,1,3,804.48,804.48,Standard
CUST_010738,3,13,2037.2749,679.0916333333333,High_Value
CUST_010739,2,3,692.68,346.34,Standard
CUST_010740,3,8,881.3000000000001,293.7666666666667,Standard
CUST_010741,1,1,92.769,92.769,Standard
CUST_010744,1,1,1407.63,1407.63,Standard
CUST_010747,2,4,204.0802,102.0401,Standard
CUST_010750,1,1,452.26,452.26,Standard
CUST_010751,1,1,79.8775,79.8775,Standard
CUST_010752,1,2,26.637,26.637,Standard
CUST_010755,2,4,84.9026,42.4513,Standard
CUST_010757,1,1,38.32,38.32,Standard
CUST_010760,1,2,178.36,178.36,Standard
CUST_010762,3,6,3258.5832,1086.1944,High_Value
CUST_010763,2,4,876.4312,438.2156,Standard
CUST_010764,3,6,4607.841200000001,1535.9470666666668,High_Value
CUST_010765,1,2,294.46,294.46,Standard
CUST_010766,2,8,315.72,157.86,Standard
CUST_010767,4,13,3281.9836,820.4959,High_Value
CUST_010768,1,4,394.36,394.36,Standard
CUST_010769,1,3,104.9286,104.9286,Standard
CUST_010770,1,1,86.3,86.3,Standard
CUST_010771,2,6,1027.1,513.55,Standard
CUST_010772,1,1,315.54,315.54,Standard
CUST_010775,1,1,475.23,475.23,Standard
CUST_010781,2,9,1295.19,647.595,Standard
CUST_010782,2,3,114.71000000000001,57.355000000000004,Standard
CUST_010783,3,4,893.6458,297.88193333333334,Standard
CUST_010785,1,1,81.83,81.83,Standard
CUST_010788,1,2,456.3,456.3,Standard
CUST_010789,1,4,7168.896,7168.896,High_Value
CUST_010790,1,2,192.86,192.86,Standard
CUST_010792,1,3,104.04,104.04,Standard
CUST_010793,1,1,21.9296,21.9296,Standard
CUST_010796,1,4,280.24,280.24,Standard
CUST_010798,4,13,958.3156000000001,239.57890000000003,Standard
CUST_010799,2,5,1038.0688,519.0344,Standard
CUST_010803,1,2,116.26,116.26,Standard
CUST_010804,1,4,220.4,220.4,Standard
CUST_010805,1,2,123.6,123.6,Standard
CUST_010806,1,1,223.88,223.88,Standard
CUST_010808,1,3,856.9008000000001,856.9008000000001,Standard
CUST_010809,1,1,239.64850000000004,239.64850000000004,Standard
CUST_010810,2,3,536.0736,268.0368,Standard
CUST_010811,3,4,586.2645,195.4215,Standard
CUST_010812,3,6,9130.4404,3043.480133333333,High_Value
CUST_010813,3,4,1293.4578000000001,431.15260000000006,Standard
CUST_010814,1,2,256.04,256.04,Standard
CUST_010815,1,1,68.975,68.975,Standard
CUST_010817,1,1,359.91,359.91,Standard
CUST_010821,2,5,1963.542,981.771,High_Value
CUST_010823,1,4,2716.0,2716.0,High_Value
CUST_010824,1,1,20.19,20.19,Standard
CUST_010825,1,2,2557.08,2557.08,High_Value
CUST_010826,1,3,154.1232,154.1232,Standard
CUST_010828,1,3,1525.35,1525.35,Standard
CUST_010831,2,3,309.3716,154.6858,Standard
CUST_010832,1,4,1190.44,1190.44,Standard
CUST_010833,3,8,1122.4270000000001,374.1423333333334,Standard
CUST_010834,1,2,3316.42,3316.42,High_Value
CUST_010835,1,3,3979.71,3979.71,High_Value
CUST_010837,1,1,12.66,12.66,Standard
CUST_010838,2,4,5354.89,2677.445,High_Value
CUST_010839,1,5,211.4775,211.4775,Standard
CUST_010840,3,5,389.92,129.97333333333333,Standard
CUST_010841,2,7,1362.7530000000002,681.3765000000001,Standard
CUST_010843,1,3,116.64,116.64,Standard
CUST_010844,2,4,5618.4848,2809.2424,High_Value
CUST_010845,1,1,49.01,49.01,Standard
CUST_010847,1,2,42.62,42.62,Standard
CUST_010850,1,3,207.7776,207.7776,Standard
CUST_010851,1,1,204.47680000000005,204.47680000000005,Standard
CUST_010852,2,3,2379.7999999999997,1189.8999999999999,High_Value
CUST_010855,2,10,7505.92,3752.96,High_Value
CUST_010856,1,2,440.14,440.14,Standard
CUST_010857,2,5,1158.57,579.285,Standard
CUST_010859,1,1,30.08,30.08,Standard
CUST_010860,1,2,79.80120000000001,79.80120000000001,Standard
CUST_010863,2,2,565.83,282.915,Standard
